source,title,company,location,job_type,salary,job_url,posted_date,scraped_at,description_snippet,search_keyword
remoteok,Design Engineer,MrBeast,"San Francisco, San Francisco, California, United States",,,https://remoteOK.com/remote-jobs/remote-design-engineer-mrbeast-1133239,2026-06-10T18:38:58+00:00,2026-06-11T22:54:59+00:00,"About Us Beast Industries is a multifaceted media and entertainment company founded by Jimmy Donaldson, popularly known as MrBeast, the most watched person in the world. Renowned for revolutionizing digital content creation, Beast Industrie...",Engineer
remoteok,Senior Data Engineering Manager,YipitData,US Remote,,,https://remoteOK.com/remote-jobs/remote-senior-data-engineering-manager-yipitdata-1133161,2026-06-10T16:00:30+00:00,2026-06-11T22:54:59+00:00,"About Us: YipitData is the leading market research and analytics firm for the disruptive economy and most recently raised $475M from The Carlyle Group at a valuation of over $1B. Every day, our proprietary technology analyzes billions of al...",Engineer
